root_id,supervoxel_id,position,type,is_fafb_ol_type
720575941688861147,74662818724894687,"[77814, 48554, 2412]",Li02,True
720575941688861659,74240743967336916,"[65394, 53040, 3471]",T5b,True
720575941688864475,73747750373733627,"[49768, 39041, 3079]",T4d,True
720575941688888795,73958925393030503,"[55534, 41511, 3393]",T5b,True
720575941688896219,74029225015328767,"[58866, 39232, 1945]",T4a,True
720575941688904155,74029637466548520,"[59374, 52715, 2515]",Tm9,True
720575941688906614,73536438318458138,"[44566, 34186, 4395]",Dm3v,True
720575941688908763,73888212648822385,"[53349, 31131, 1861]",,False
720575941688910555,73888075008654067,"[53408, 28416, 1117]",Tm9,True
720575941688911512,73396387354291597,"[40786, 54220, 2024]",T2,True
720575941688920472,73677725160100826,"[48198, 50577, 2912]",LPi02,True
720575941688923800,74381549638333991,"[68702, 54729, 1438]",Tm2,True
720575941688931224,73184525140309838,"[34609, 32098, 1737]",Tm4,True
720575941688933272,73254894287199830,"[35802, 30836, 3291]",Mi4,True
720575941688937179,74240881070803517,"[65224, 56637, 2211]",T5a,True
720575941688937624,73677724757788243,"[47702, 50970, 1494]",T4c,True
720575941688942811,74029293466306481,"[58893, 41771, 907]",C2,True
720575941688946395,74311249882057727,"[66253, 56045, 2450]",T5a,True
720575941688948376,73466000116843704,"[41496, 32210, 1669]",Mi2,True
720575941688949723,73818256154834413,"[52685, 43437, 1769]",T4c,True
720575941688951192,73607562574567929,"[45136, 55395, 2966]",T5d,True
720575941688954843,74029225015365047,"[57658, 39042, 1958]",T4d,True
720575941688959451,74311249881721064,"[67251, 56342, 2324]",T5d,True
720575941688963224,74099113058412829,"[60602, 25229, 3118]",,False
720575941688967832,74029774771144308,"[57728, 56223, 1945]",T5c,True
720575941688968088,74029637331837935,"[58836, 52629, 1827]",Y11,True
720575941688969435,74028606607072061,"[58608, 21968, 2167]",Tm9,True
720575941688980888,73677931050217355,"[48959, 56828, 1925]",,False
720575941688996248,74099250698691184,"[60501, 28775, 3883]",Tm5b,True
720575941689020056,73677449812781493,"[48789, 41496, 1249]",,False
720575941689026011,74240262394501868,"[63943, 38783, 1534]",L5,True
720575941689031576,73466687378930886,"[41960, 52258, 2002]",T4d,True
720575941689043931,74169550320857972,"[62369, 26863, 2392]",,False
720575941689045467,74451369029331604,"[71001, 37404, 2979]",LC10e,True
720575941689053046,73958993642761536,"[55977, 43016, 1607]",C3,True
720575941689056664,74099113058380857,"[59651, 25569, 3104]",Tm1,True
720575941689066715,74239781827796844,"[64419, 23430, 3301]",,False
720575941689075419,73888831057375580,"[54653, 50658, 1748]",Y3,True
720575941689075439,73114431743471088,"[31106, 40574, 3406]",Mi9,True
720575941689078491,73536781781801702,"[44732, 43411, 3965]",T4c,True
720575941689081071,73818119453736344,"[51988, 39224, 4460]",Tm1,True
720575941689082075,74169687693037436,"[62940, 30916, 2257]",,False
720575941689085167,73958307186137386,"[55596, 24334, 4409]",,False
720575941689085935,73676831873906464,"[47838, 23779, 3132]",Dm3q,True
720575941689089944,73888350289162337,"[54934, 36577, 2642]",T4b,True
720575941689094808,74099181509360543,"[60558, 28521, 2051]",Tm9,True
720575941689098735,73818049794958891,"[53151, 37869, 948]",Tm1,True
720575941689104908,74099318747404767,"[61279, 30942, 1436]",R7,True
720575941689106294,74028950003112966,"[57998, 32346, 1393]",T1,True
720575941689106584,74240949588803216,"[64534, 58989, 1421]",,False
720575941689106671,73817569295501524,"[52463, 24543, 3000]",Mi10,True
720575941689114776,73887800399346553,"[54752, 19600, 2216]",Tm21,True
720575941689126383,74028743979157957,"[58546, 25492, 2010]",Dm9,True
720575941689138840,74169963107476442,"[61711, 39517, 4180]",T5c,True
720575941689141912,74169963174388645,"[63244, 39838, 4374]",T5b,True
720575941689143448,73818118648526784,"[52003, 39056, 1417]",Pm10,True
720575941689147288,73677038166563191,"[48396, 28845, 3646]",,False
720575941689147375,72974105968287502,"[28291, 52968, 1234]",TmY11,True
720575941689148911,73747750038097775,"[50460, 40347, 1792]",T3,True
720575941689149167,73044406059888724,"[30658, 50653, 1393]",Li06,True
720575941689155823,73184456957335929,"[34396, 29922, 3650]",Mi1,True
720575941689157615,73677999568054848,"[49078, 57883, 1113]",C3,True
720575941689159407,73325194513003773,"[37373, 30112, 3984]",T1,True
720575941689160431,73254825701784804,"[35468, 29111, 3753]",,False
720575941689164184,73606600569055147,"[46569, 26705, 3264]",Mi9,True
720575941689169560,74381618626415597,"[68405, 57130, 2523]",T5a,True
720575941689182872,74099800521523548,"[61208, 45726, 4107]",T4d,True
720575941689184408,73958925527361821,"[57134, 42664, 3942]",T5d,True
720575941689187480,74522424833989460,"[72768, 58482, 2426]",T3,True
720575941689189272,74169825668403219,"[62064, 35902, 4142]",T2a,True
720575941689190924,73184388103827516,"[33308, 27922, 3203]",L2,True
720575941689192204,74099662277523004,"[59698, 41594, 1131]",Mi1,True
720575941689197208,73677106215420789,"[48386, 31341, 1261]",Mi9,True
720575941689200024,73958718764810787,"[56048, 36669, 1592]",,False
720575941689203864,73958581258899157,"[55514, 31826, 1388]",,False
720575941689204888,74169481802946659,"[62115, 25519, 3238]",Sm19,True
720575941689206255,72903255986020283,"[25817, 36994, 392]",TmY10,True
720575941689211660,73114018822964253,"[31153, 27664, 1220]",L4,True
720575941689218011,73466687445877860,"[41095, 52914, 2201]",T3,True
720575941689218060,73888555910517075,"[53975, 42666, 535]",L2,True
720575941689220571,73325056805876009,"[37524, 25227, 3049]",,False
720575941689225435,73606806526121146,"[45099, 34320, 2483]",Tm33,True
720575941689226648,73395631909542038,"[40757, 31986, 3719]",,False
720575941689228440,74311249814944918,"[66493, 56191, 2194]",T5a,True
720575941689231000,74099387400047852,"[59740, 33741, 1275]",Mi4,True
720575941689237211,73114569048144862,"[30846, 43843, 2875]",Dm3v,True
720575941689238491,73536231824721157,"[43772, 26891, 3200]",Tm4,True
720575941689240047,73677587520041957,"[47427, 45516, 2219]",T5d,True
720575941689243867,73536368525351677,"[43248, 31248, 416]",Tm3,True
720575941689247195,73326087396417482,"[38468, 55575, 2181]",T2a,True
720575941689251736,74239919534833969,"[64031, 28121, 4197]",,False
720575941689259995,73537124708253605,"[44646, 54718, 1459]",T4d,True
720575941689263478,72973350389486052,"[28114, 29742, 2459]",L4,True
720575941689263835,73536232025800069,"[44797, 28196, 3882]",Mi9,True
720575941689269487,73325193640543582,"[38448, 28736, 637]",TmY15,True
720575941689272047,74169344431184187,"[62952, 21583, 3533]",Tm3,True
720575941689273307,73325743396076790,"[37512, 45823, 536]",,False
720575941689273583,73888144265153619,"[53717, 28678, 3235]",,False
720575941689274331,73325674677022569,"[37531, 44507, 692]",Dm3p,True
720575941689276143,73536025800692735,"[43716, 21298, 3800]",Tm3,True
720575941689278683,73466412232233829,"[42554, 43785, 852]",Mi13,True
720575941689282422,73606463264419800,"[45377, 23266, 3822]",,False
720575941689283035,73677655836500961,"[48759, 47788, 565]",Tm9,True
720575941689293208,73888830990055067,"[54000, 49724, 1406]",T4b,True
720575941689307355,73888487258611956,"[55100, 40024, 958]",,False
720575941689318774,73043925090412773,"[29968, 35612, 1561]",L4,True
720575941689319131,73536300141454898,"[44767, 29521, 1640]",C3,True
720575941689328091,74029705783077918,"[57681, 54374, 872]",T3,True
720575941689331163,73254756377955640,"[35519, 26728, 1306]",Tm3,True
720575941689331931,73466550409415448,"[42128, 48336, 3677]",T3,True
720575941689335515,73325056469760256,"[37925, 25826, 1560]",Mi9,True
720575941689337051,73747750508495327,"[49782, 40181, 3779]",T3,True
720575941689337307,73676900929290440,"[47216, 25872, 4551]",Tm2,True
720575941689342939,74029019259690886,"[58985, 33992, 3541]",T3,True
720575941689345142,73466343378988359,"[41039, 42127, 505]",L4,True
720575941689345654,73185074560613365,"[34015, 48783, 464]",L1,True
720575941689346779,73677381562883228,"[48241, 40476, 2979]",T4b,True
720575941689352943,73958993374400675,"[55360, 43633, 617]",,False
720575941689356527,74380725541274991,"[67824, 29148, 3409]",LMa1,True
720575941689382107,73396250183339676,"[40858, 49190, 2896]",T4d,True
720575941689383387,73959337575759836,"[57024, 54521, 2904]",T5b,True
720575941689383643,73818256422981293,"[53085, 44668, 2687]",T4a,True
720575941689383832,74240468485076751,"[63872, 43724, 1036]",Mi1,True
720575941689393115,73606531715141578,"[45544, 25635, 2671]",Tm3,True
720575941689400694,73536094385559487,"[44208, 23599, 3124]",R7,True
720575941689402486,73677244526219020,"[47862, 34885, 4383]",L5,True
720575941689403375,73184319451598577,"[33387, 26402, 3526]",L1,True
720575941689407384,73395837531347248,"[40759, 36971, 1764]",TmY3,True
720575941689407640,73395905915312042,"[39307, 40676, 499]",Lawf1,True
720575941689408751,73185280852748026,"[34782, 53503, 797]",Tm4,True
720575941689411480,73325056738655818,"[36951, 24716, 2755]",Mi15,True
720575941689414040,73536163037854384,"[43985, 25319, 2856]",Tm4,True
720575941689415576,73326087060872276,"[37456, 56208, 915]",T3,True
720575941689427163,73255580743811600,"[36700, 51798, 495]",,False
720575941689428632,73254687591476029,"[35509, 25546, 1096]",TmY31,True
720575941689431670,73114156261260044,"[32292, 31903, 1030]",L1,True
720575941689437302,73044199767202593,"[29903, 43781, 873]",L4,True
720575941689447832,73395699756524980,"[40224, 32768, 357]",Mi15,True
720575941689449435,73818049862016692,"[53012, 37993, 1189]",Tm1,True
720575941689470616,73958650783544345,"[56839, 33491, 4412]",,False
720575941689477528,73959131149008703,"[56882, 48289, 1937]",T5d,True
720575941689478808,73888488131141443,"[54151, 40644, 4327]",,False
720575941689484696,73466069507295924,"[42039, 32867, 4193]",TmY3,True
720575941689490584,73958650380983925,"[56862, 34368, 2910]",T3,True
720575941689494747,73677381629773595,"[47199, 40435, 3156]",T2a,True
720575941689495414,73817569026635781,"[51444, 24002, 1814]",L1,True
720575941689511064,73888350490767159,"[53637, 34891, 3525]",C3,True
720575941689529240,73465931934388191,"[42812, 29817, 3779]",C3,True
720575941689533848,74381549637882010,"[69471, 55043, 1287]",T5d,True
720575941689536920,74170375088886528,"[62581, 53009, 2929]",T5a,True
720575941689540248,73396318836110504,"[39489, 52762, 2783]",T2a,True
720575941689552280,73607424464157700,"[45759, 52735, 310]",L1,True
720575941689553932,73396113012759676,"[39563, 45224, 3917]",Tm1,True
720575941689571084,72973693986871262,"[27899, 40388, 2465]",Mi4,True
720575941689582604,74310905949261698,"[66205, 46528, 1215]",TmY15,True
720575941689586072,73677861927703021,"[47979, 53690, 438]",Mi4,True
720575941689595916,73184594262245306,"[34510, 34066, 3210]",Mi9,True
720575941689601548,73466549604015389,"[42953, 47456, 575]",Dm3p,True
720575941689617560,73606531782172720,"[45875, 24875, 2908]",TmY10,True
720575941689632012,73748093233421491,"[49482, 50427, 440]",Mi9,True
720575941689639948,73748024513554871,"[50329, 48601, 315]",L2,True
720575941689640204,73607287159504313,"[46205, 47212, 847]",Tm20,True
720575941689643532,73817638081720383,"[52457, 25273, 3124]",,False
720575941689644918,74380794126873955,"[68144, 31728, 3032]",,False
720575941689652236,73747406709272794,"[49406, 28822, 2829]",,False
720575941689652748,73958719033479641,"[55514, 36035, 2707]",T3,True
720575941689653516,72973694053925862,"[28472, 39279, 2684]",L5,True
720575941689669272,73466481555520334,"[42655, 45939, 3095]",T2,True
720575941689682956,73395700226260444,"[40049, 34048, 2147]",Sm14,True
720575941689683724,73536300611503421,"[44408, 30207, 3536]",,False
720575941689683980,73888075813759595,"[54826, 27003, 4128]",Tm1,True
720575941689684236,74029156765323463,"[59065, 38501, 3637]",T5a,True
720575941689685516,73747750642172270,"[50791, 40564, 4103]",T2,True
720575941689742348,73958650783578786,"[57063, 32816, 4425]",,False
720575941689743256,74240056638421260,"[64730, 32340, 2980]",C2,True
720575941689747352,73255238018526651,"[35839, 42528, 3705]",,False
720575941689760664,73184800219217169,"[34595, 40390, 2381]",Tm4,True
720575941689761036,74029088112845195,"[59325, 35721, 3847]",T3,True
720575941689761548,73255581012143608,"[35878, 51519, 1487]",Sm07,True
720575941689762828,73747337520225603,"[49207, 28313, 1093]",Dm2,True
720575941689767948,73184387969523030,"[33424, 26912, 2667]",L2,True
720575941689772150,73606738276161903,"[46201, 31878, 4184]",Tm4,True
720575941689772918,73606600703056811,"[45772, 27308, 3697]",Mi9,True
720575941689776502,72973556078316574,"[26940, 34998, 709]",Dm15,True
720575941689781366,73536368995352445,"[43662, 31336, 2225]",Sm01,True
720575941689800566,73748093501754689,"[50942, 50116, 1428]",TmY14,True
720575941689801078,73888624831954295,"[53437, 43601, 1524]",T2,True
720575941689802614,73817981008198945,"[51776, 35152, 623]",,False
720575941689803638,73466069238754597,"[42528, 33412, 3126]",Sm06,True
720575941689816950,73396456275010839,"[39040, 56731, 2747]",T3,True
720575941689821046,74239713443606699,"[64818, 22271, 4485]",Tm4,True
720575941689823606,74169619107812093,"[62893, 29300, 2781]",,False
720575941689826678,73817569295576339,"[53104, 23776, 3032]",Tm16,True
720575941689851254,73887937972544964,"[54613, 23078, 2732]",Dm3q,True
720575941689877366,74099181912476424,"[60380, 28444, 3768]",T2a,True
720575941689881206,72973762236506097,"[28048, 41487, 671]",Tm3,True
720575941689881462,73958719302201374,"[56158, 36748, 3831]",T2,True
720575941689885046,73114843590677971,"[32344, 52375, 1653]",Mi13,True
720575941689886838,73747200551482164,"[50098, 23192, 3063]",,False
720575941689888118,74029637063705495,"[57679, 52903, 913]",,False
720575941689891702,73606463331399151,"[45921, 23229, 4026]",,False
720575941689896310,73747406642597922,"[50612, 30692, 2730]",Mi1,True
720575941689926156,73466755896430549,"[42290, 55165, 1039]",Mi1,True
720575941689938038,73325194378920320,"[38023, 29875, 3527]",Dm3q,True
720575941689951756,73817569429378560,"[52425, 24405, 3385]",,False
720575941689953654,74521943663335329,"[73593, 43048, 1872]",,False
720575941689955190,74310425315167547,"[67224, 31830, 2594]",Pm06,True
720575941689962870,73466687446277452,"[41792, 52313, 2303]",C2,True
720575941689981814,73747131898656027,"[50728, 21846, 3144]",Tm21,True
720575941689982988,73184387902530648,"[34375, 27825, 2449]",Tm21,True
720575941689983500,73043650481107474,"[29691, 27724, 2631]",Sm02,True
720575941689984886,73184456487981428,"[34797, 30109, 2010]",Dm15,True
720575941689985654,73395563189962236,"[39771, 30389, 3677]",,False
720575941689991542,73325537640657685,"[37822, 40746, 2196]",,False
720575941689994102,74028675863311728,"[58092, 24397, 4174]",,False
720575941689994358,73184937792370817,"[32927, 43729, 2888]",Mi10,True
720575941689994614,73818393593324651,"[51370, 47784, 1590]",T2a,True
720575941689995638,73677656038413994,"[47171, 48573, 1530]",T3,True
720575941689996406,74240331516517440,"[63820, 40864, 3052]",,False
720575941689998198,74240399900055740,"[65328, 41408, 1624]",T3,True
720575941689998966,73958306716678774,"[56241, 23164, 2716]",Dm15,True
720575941689999990,74170031155750789,"[61473, 42226, 1586]",T2a,True
720575941690000758,73676969111915936,"[48585, 28582, 2502]",Tm5f,True
720575941690009206,73817981948025838,"[52335, 35807, 4326]",,False
720575941690014582,73677381160046029,"[47263, 39006, 1363]",Sm22,True
720575941690019958,73959062160858859,"[56849, 47004, 821]",,False
720575941690027020,74029637264935652,"[58440, 51424, 1639]",TmY14,True
720575941690028150,73817844508998600,"[51461, 31191, 4309]",,False
720575941690033270,74310288077853626,"[65782, 26927, 3496]",,False
720575941690036598,73395562719979054,"[39281, 29266, 1806]",Dm3v,True
720575941690040182,73747269471735087,"[50784, 25699, 3626]",Mi10,True
720575941690043510,74099044205044106,"[60221, 23971, 2718]",Dm3v,True
720575941690047350,73677450014070077,"[48562, 42136, 1999]",T2,True
720575941690054774,73607562037440769,"[45434, 56432, 872]",,False
720575941690056566,73465725305760612,"[41661, 23323, 1823]",C2,True
720575941690066294,74170168527810283,"[62161, 46691, 1405]",,False
720575941690083803,73395974835806973,"[40538, 42497, 1150]",,False
720575941690084571,72903119285533606,"[24618, 34565, 3189]",Tm2,True
720575941690127579,73043719133705431,"[30014, 29074, 2456]",,False
720575941690128246,73958443887334131,"[55757, 28608, 1747]",Mi9,True
720575941690138843,73185074694757168,"[34713, 48874, 962]",,False
720575941690141403,73325125525021840,"[38101, 27678, 2933]",Mi4,True
720575941690150107,73395563122614557,"[38944, 28770, 3338]",Mi4,True
720575941690151899,73114705950344604,"[31512, 47444, 878]",Tm21,True
720575941690161782,73536025531852661,"[43373, 21667, 2613]",Dm9,True
720575941690174070,73395906183474872,"[40421, 39991, 1419]",Tm20,True
720575941690178200,73325400469960725,"[37339, 34988, 3161]",,False
720575941690212827,73747749769819129,"[51064, 39783, 792]",Mi4,True
720575941690216600,73114500060527742,"[31109, 41295, 1956]",Tm2,True
720575941690216667,73255237951454834,"[35277, 42452, 3464]",Mi2,True
720575941690241944,73184319518557588,"[33539, 26396, 3706]",,False
720575941690245851,73114568980917089,"[32606, 43503, 2567]",,False
720575941690249179,73044337474605058,"[29682, 47948, 1895]",Sm01,True
720575941690252184,73395768945558376,"[40202, 35459, 2083]",TmY20,True
720575941690269915,73184731164073537,"[34567, 37641, 1053]",TmY9q__perp,True
720575941690275992,73395974902604056,"[39112, 42669, 1292]",,False
720575941690286744,73184937322817333,"[33864, 44712, 1173]",Mi9,True
720575941690289371,73255374786379640,"[36539, 46291, 1142]",TmY10,True
720575941690293144,73184937725286685,"[34648, 43368, 2644]",,False
720575941690295003,73184731701228313,"[32790, 37444, 3214]",Mi9,True
720575941690298075,73607150190159193,"[45954, 43261, 2579]",T2a,True
720575941690306523,73255100445780398,"[35030, 38225, 3322]",TmY5a,True
720575941690324376,73536506635188937,"[43519, 36019, 2830]",TmY5a,True
720575941690333336,73254894018480189,"[36124, 31189, 2173]",Tm1,True
720575941690336731,73255031591955509,"[36729, 36619, 2781]",Tm27,True
720575941690363099,73114843725029895,"[31348, 52601, 2217]",Sm02,True
720575941690363867,73255649731707192,"[36422, 54917, 1517]",Tm2,True
720575941690373528,73114431274088840,"[31003, 39838, 1752]",Tm4,True
720575941690375899,73185006578837568,"[32862, 46021, 3104]",Tm20,True
720575941690378203,73114431407919538,"[31298, 39110, 2120]",Tm21,True
720575941690385304,73466069373381160,"[42499, 34164, 3793]",,False
720575941690385371,72973693919682296,"[28494, 38997, 2163]",Mi15,True
720575941690387931,73817843703682202,"[53082, 32764, 1226]",Dm3v,True
720575941690389211,73677724757609269,"[47191, 50851, 1433]",C3,True
720575941690394075,73536162500860038,"[44320, 26576, 778]",Mi4,True
720575941690399195,72973831358811296,"[27404, 44389, 2228]",T1,True
720575941690407899,73325606695745062,"[37431, 41716, 3509]",Tm7,True
720575941690411483,73466824750802115,"[41441, 56017, 1766]",,False
720575941690412952,72973762706031050,"[27547, 41687, 2334]",Dm10,True
720575941690416024,73185075164494740,"[33858, 47758, 2733]",Tm5b,True
720575941690436760,73044268553660925,"[29356, 46067, 1068]",Dm10,True
720575941690438296,73044337206045543,"[29104, 48696, 838]",Dm10,True
720575941690462360,73114293969031354,"[31979, 36731, 2144]",Dm3q,True
720575941690463384,73255031457380728,"[35094, 36728, 2145]",Mi2,True
720575941690480091,74028812698670834,"[58048, 28022, 2025]",Mi13,True
720575941690518936,73114843792149435,"[30796, 52109, 2479]",Mi13,True
720575941690522520,73395700427166323,"[40814, 33376, 2820]",Sm04,True
720575941690527128,73114362755836591,"[32622, 37474, 2479]",TmY9q__perp,True
720575941690540952,73114500261639418,"[31125, 42069, 2650]",TmY9q__perp,True
720575941690544859,73677655702162618,"[48819, 48394, 236]",,False
720575941690561944,72973693785531628,"[28261, 40390, 1686]",Mi15,True
720575941690567064,73114431676805082,"[32222, 39932, 3313]",Mi4,True
720575941690572763,72973419176242005,"[27120, 31088, 2768]",TmY4,True
720575941690574555,73325606427306691,"[37926, 42039, 2478]",Tm16,True
720575941690587544,73536781379412770,"[44787, 44760, 2510]",T3,True
720575941690594267,73255580877455437,"[35652, 52262, 797]",Tm1,True
720575941690607256,74029087979124347,"[58464, 35419, 3517]",,False
720575941690618776,73255169097479833,"[34993, 39248, 2854]",Mi13,True
720575941690621848,73255169298917380,"[36019, 39635, 3661]",TmY3,True
720575941690629595,73817637679110905,"[52549, 25455, 1610]",R8,True
720575941690637208,73114225450746182,"[32099, 34209, 2873]",,False
720575941690642840,73887869051875514,"[54368, 21472, 2019]",,False
720575941690644187,73817707002411583,"[52656, 26691, 3851]",L5,True
720575941690648216,73114774736591038,"[31688, 49854, 1025]",,False
720575941690653659,73676763154941779,"[48840, 20569, 3314]",L2,True
720575941690656408,73043993809963729,"[29132, 37445, 1578]",MLt3,True
720575941690661851,74100074594180606,"[60472, 55249, 1058]",T4d,True
720575941690667672,73325468921317832,"[36978, 38556, 2251]",Dm2,True
720575941690668952,73044337407787345,"[29547, 48218, 1743]",Tm40,False
720575941690678424,73395494000539713,"[39212, 28138, 1824]",,False
720575941690679192,73114843322448612,"[30856, 52450, 722]",Tm5c,True
720575941690682520,73396456073243642,"[40953, 55795, 1835]",T3,True
720575941690685848,73958375838504454,"[55871, 25683, 4140]",Dm3p,True
720575941690688408,73606738074839380,"[46281, 31566, 3422]",,False
720575941690688920,73958787551927738,"[57086, 38580, 2032]",T2a,True
720575941690695832,73185212133239729,"[34712, 51719, 790]",Tm4,True
720575941690754968,73114431072782055,"[30756, 39935, 999]",L3,True
720575941690767512,73325606561378369,"[36981, 42885, 2937]",Sm07,True
720575941690811032,73184869207236790,"[34759, 42140, 3452]",Tm20,True
720575941690830555,73466206409716046,"[41360, 37597, 2265]",MTe01a,True
720575941690849176,73114774737279705,"[31576, 50606, 1256]",Tm2,True
720575941690865560,73325263232719928,"[37644, 31697, 4072]",,False
720575941690873752,73044200237248655,"[30466, 44689, 2765]",Tm21,True
720575941690910104,73465725507649816,"[41913, 23530, 2791]",R7,True
720575941690916760,73888418471811771,"[53508, 38506, 598]",L1,True
720575941690975640,73817775185583699,"[52679, 29056, 2010]",TmY11,True
720575941691045784,73184388237725140,"[33825, 28030, 3601]",L5,True
720575941691144667,73184662579072317,"[34523, 36191, 1661]",C3,True
720575941691145691,73396250049162847,"[40386, 50427, 2394]",C3,True
720575941691197592,73395356762919356,"[40779, 23537, 2593]",,False
720575941691329176,74240674912291969,"[64826, 49637, 2176]",Li06,True
720575941691344603,72973281669490304,"[28296, 27763, 2305]",L1,True
720575941691360219,73747200215720085,"[51186, 23994, 1705]",Dm15,True
720575941691364827,73536162568393730,"[43419, 24680, 1155]",T1,True
720575941691374811,73607012617198474,"[47027, 39163, 2135]",C2,True
720575941691391963,72903531266942706,"[26127, 46646, 1952]",L1,True
720575941691398363,72973968663121381,"[28436, 47190, 1564]",T1,True
720575941691441627,73395356427787946,"[40346, 24068, 1470]",L4,True
720575941691448027,73395493732616493,"[39911, 28062, 995]",R7,True
720575941691451611,73395356427849284,"[40015, 24154, 1495]",L3,True
720575941691481563,73747131697533199,"[50508, 20526, 2457]",L1,True
720575941691483611,73676900190646539,"[47736, 25109, 1562]",T1,True
720575941691491291,73677587050348822,"[48788, 46805, 465]",Tm3,True
720575941691501787,73325949487940001,"[38092, 52406, 487]",,False
720575941691502299,73958787350081408,"[56401, 37615, 1078]",L5,True
720575941691510235,73677449677780014,"[49079, 41179, 515]",L3,True
720575941691512539,73607080867040651,"[46548, 41780, 388]",R8,True
720575941691527387,74099868301369492,"[60694, 47927, 666]",Mi4,True
720575941691529179,73888830721107345,"[53423, 50525, 332]",L4,True
720575941691529947,73747200886361558,"[50600, 22607, 4104]",R8,True
720575941691530971,73114568511186659,"[30859, 43143, 808]",L3,True
720575941691549659,73044337139169843,"[30405, 48432, 654]",L1,True
720575941691557083,72973693987060199,"[27459, 40919, 2538]",R8,True
720575941691589528,73606531983574239,"[46499, 25053, 3700]",Dm12,True
720575941691653339,73677243520307084,"[48073, 35525, 765]",L4,True
720575941691677915,73817775118460365,"[52802, 30080, 1743]",L5,True
720575941691680987,73536094318660312,"[43237, 22618, 2955]",L4,True
720575941691683803,73254825634769920,"[36482, 29394, 3530]",R7,True
720575941691706008,73114568981439918,"[31772, 44826, 2764]",L5,True
720575941691709915,73677175806547046,"[48930, 33642, 4352]",L5,True
720575941691710171,73747544484358744,"[50982, 34078, 4322]",,False
720575941691716248,73395562586081478,"[39729, 29418, 1405]",R7,True
720575941691726299,73395838202024663,"[39969, 37067, 4188]",L5,True
720575941691731675,73536025733460696,"[44349, 21211, 3490]",L1,True
720575941691747480,73606463062993023,"[45458, 23817, 3010]",L3,True
720575941691766168,73184937188334527,"[34639, 44755, 576]",L2,True
720575941691768283,74239713309261768,"[63886, 21209, 3928]",,False
720575941691775384,73254894488580693,"[35867, 32565, 4084]",L2,True
720575941691778968,74169275778876064,"[62349, 20040, 3814]",,False
720575941691816856,73888625368293025,"[53250, 43980, 3383]",T4d,True
720575941691854488,73607150056342952,"[46707, 44158, 2210]",TmY14,True
720575941691854744,73044474711986857,"[30677, 51799, 1040]",Tm1,True
720575941691862424,73044131114779425,"[30113, 42267, 1105]",L4,True
720575941691862936,73817431856131603,"[53134, 19889, 2861]",R8,True
720575941691864216,73184868871460575,"[33518, 42268, 2074]",L5,True
720575941691952792,73747337520667221,"[49347, 27915, 1259]",L3,True
720575941691962587,73888418538928650,"[54278, 38683, 878]",Tm9,True
720575941692013531,73748161952697964,"[49466, 52511, 409]",Tm1,True
720575941692055515,74099868368567040,"[60133, 47689, 777]",,False
720575941692055771,73254962335248132,"[35243, 34704, 612]",Dm9,True
720575941692083608,74029087777702318,"[59342, 34962, 2724]",T2,True
720575941692093147,73114087407872395,"[32031, 29917, 750]",L2,True
720575941692102107,73677175135708302,"[47151, 34298, 1838]",Mi1,True
720575941692103643,73325606561393833,"[37853, 41946, 2943]",,False
720575941692108696,73255031926926706,"[36262, 36808, 3862]",Tm4,True
720575941692112603,73958513277392971,"[56639, 29411, 4121]",Tm5b,True
720575941692115163,73606669087102790,"[45313, 29976, 2460]",,False
720575941692116955,73959130947941190,"[55542, 47992, 1255]",C3,True
720575941692121051,73817707002738011,"[53199, 27281, 3976]",Dm3p,True
720575941692123867,73607081739419544,"[45933, 42790, 3721]",T4d,True
720575941692124379,73184800017912619,"[33559, 40571, 1623]",Tm20,True
720575941692126171,73677038166501064,"[48705, 29497, 3623]",,False
720575941692126683,73817569161351475,"[51988, 23907, 2518]",Tm20,True
720575941692127128,74099387668091271,"[61357, 32964, 2168]",LMa5,True
720575941692150168,73537056525492711,"[43578, 52077, 3453]",T2a,True
720575941692151259,73606806324473727,"[45815, 33201, 1600]",,False
720575941692154520,73114156463349946,"[32415, 31097, 2040]",Tm3,True
720575941692168856,73255581146174674,"[36270, 52730, 1931]",TmY16,True
720575941692171672,74099318747155054,"[60757, 31899, 1341]",Tm3,True
720575941692171928,73184594329039654,"[34413, 34643, 3344]",Mi4,True
720575941692174744,74099456454544172,"[59754, 35674, 2381]",T2a,True
720575941692175000,73818462246006651,"[52041, 49549, 1441]",T3,True
720575941692175256,74733256188513168,"[79677, 50262, 2401]",,False
720575941692183192,73465794360704057,"[42491, 25720, 3075]",Dm10,True
720575941692184216,72973694120958367,"[28663, 40720, 2914]",Mi1,True
720575941692187544,73607355878876948,"[45500, 51116, 803]",,False
720575941692219800,73818530763724020,"[52727, 52223, 531]",,False
720575941692240347,73536231891884286,"[43774, 26919, 3491]",Tm4,True
720575941692241883,73677106416351528,"[48650, 31389, 1876]",Tm25,True
720575941692242651,73677312238981498,"[47755, 37971, 522]",Mi15,True
720575941692249563,74310425382910444,"[65822, 32391, 3069]",Pm06,True
720575941692251288,74451643571648898,"[71245, 45491, 1672]",Li05,True
720575941692255384,73677449879710233,"[48567, 42542, 1434]",C3,True
720575941692256152,74310356864056821,"[65650, 30592, 3604]",T2a,True
720575941692259547,74100212234762577,"[59787, 58456, 1933]",LPC2,True
720575941692260571,73607493720762895,"[45573, 55196, 2434]",LPi09,True
